filename;size;defect;xmin;xmax;ymin;ymax
l_light_08_mouse_bite_02_2_600;(600, 600, 3);mouse_bite;210;241;23;59
l_light_08_mouse_bite_02_2_600;(600, 600, 3);mouse_bite;356;388;176;196
rotation_270_light_06_short_11_4_600;(601, 601, 3);short;535;564;458;492
rotation_270_light_06_short_11_4_600;(601, 601, 3);short;226;252;503;528
rotation_270_light_06_short_11_4_600;(601, 601, 3);short;222;244;566;594
rotation_270_light_06_short_11_4_600;(601, 601, 3);short;88;113;445;478
rotation_270_light_06_short_11_4_600;(601, 601, 3);short;456;483;113;139
rotation_90_light_01_mouse_bite_16_1_600;(600, 600, 3);mouse_bite;201;221;285;306
rotation_90_light_01_mouse_bite_16_1_600;(600, 600, 3);mouse_bite;193;216;151;167
light_08_short_08_5_256;(600, 600, 3);short;113;164;227;256
light_08_short_08_5_256;(600, 600, 3);short;161;192;365;393
light_08_short_08_5_256;(600, 600, 3);short;568;599;470;500
l_light_11_missing_hole_03_4_600;(600, 600, 3);missing_hole;426;467;1;40
l_light_11_missing_hole_03_4_600;(600, 600, 3);missing_hole;218;257;134;169
l_light_11_missing_hole_03_4_600;(600, 600, 3);missing_hole;113;138;233;264
l_light_11_missing_hole_03_4_600;(600, 600, 3);missing_hole;69;95;443;479
rotation_270_light_12_short_04_3_600;(601, 601, 3);short;403;424;277;310
rotation_270_light_12_short_04_3_600;(601, 601, 3);short;307;329;163;190
rotation_270_light_12_short_04_3_600;(601, 601, 3);short;183;212;500;544
rotation_270_light_04_spurious_copper_20_2_600;(601, 601, 3);spurious_copper;482;500;388;457
rotation_270_light_04_spurious_copper_20_2_600;(601, 601, 3);spurious_copper;538;556;356;384
light_08_spur_02_1_256;(600, 600, 3);spur;408;452;574;593
rotation_90_light_01_spurious_copper_05_2_600;(600, 600, 3);spurious_copper;221;238;199;261
rotation_90_light_01_spurious_copper_05_2_600;(600, 600, 3);spurious_copper;396;440;112;133
rotation_90_light_01_spurious_copper_05_2_600;(600, 600, 3);spurious_copper;175;201;306;340
l_light_07_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;1;16;427;486
l_light_07_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;207;230;488;536
l_light_07_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;206;265;414;441
l_light_07_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;40;102;515;541
rotation_90_light_04_spur_03_3_600;(600, 600, 3);spur;324;356;103;127
rotation_90_light_04_spur_03_3_600;(600, 600, 3);spur;524;556;133;154
rotation_270_light_12_mouse_bite_05_4_600;(601, 601, 3);mouse_bite;555;573;132;161
rotation_270_light_12_mouse_bite_05_4_600;(601, 601, 3);mouse_bite;393;422;318;335
rotation_270_light_12_mouse_bite_05_4_600;(601, 601, 3);mouse_bite;312;339;539;556
rotation_270_light_06_mouse_bite_02_1_600;(601, 601, 3);mouse_bite;164;181;213;241
rotation_270_light_06_mouse_bite_02_1_600;(601, 601, 3);mouse_bite;190;203;494;518
rotation_270_light_04_mouse_bite_04_1_600;(601, 601, 3);mouse_bite;168;195;47;69
rotation_270_light_04_mouse_bite_04_1_600;(601, 601, 3);mouse_bite;139;160;347;376
rotation_270_light_04_mouse_bite_04_1_600;(601, 601, 3);mouse_bite;353;380;107;133
light_07_spurious_copper_06_1_256;(600, 600, 3);spurious_copper;557;587;276;338
light_07_spurious_copper_06_1_256;(600, 600, 3);spurious_copper;464;535;577;598
light_08_spur_05_3_256;(600, 600, 3);spur;90;122;421;456
light_08_spur_05_3_256;(600, 600, 3);spur;368;390;484;523
rotation_90_light_06_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;64;107;444;457
rotation_90_light_06_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;191;224;436;449
rotation_90_light_06_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;223;262;534;548
light_11_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;501;537;352;382
light_11_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;412;474;512;537
rotation_270_light_08_open_circuit_09_2_600;(601, 601, 3);open_circuit;293;306;171;191
rotation_270_light_08_open_circuit_09_2_600;(601, 601, 3);open_circuit;218;236;256;276
rotation_270_light_08_open_circuit_09_2_600;(601, 601, 3);open_circuit;27;49;47;71
light_04_spur_20_1_256;(600, 600, 3);spur;200;214;518;555
light_11_missing_hole_10_3_256;(600, 600, 3);missing_hole;9;50;329;370
rotation_270_light_01_missing_hole_09_1_600;(601, 601, 3);missing_hole;258;295;103;140
l_light_04_spur_18_1_600;(600, 600, 3);spur;183;220;552;569
l_light_12_short_07_1_600;(600, 600, 3);short;522;557;144;166
l_light_12_short_07_1_600;(600, 600, 3);short;516;536;429;458
l_light_09_spur_09_4_600;(600, 600, 3);spur;154;182;140;177
l_light_09_spur_09_4_600;(600, 600, 3);spur;240;259;87;136
l_light_09_spur_09_4_600;(600, 600, 3);spur;30;76;305;327
rotation_270_light_12_mouse_bite_10_2_600;(601, 601, 3);mouse_bite;533;554;301;330
rotation_270_light_12_mouse_bite_10_2_600;(601, 601, 3);mouse_bite;451;470;209;239
light_06_spurious_copper_05_2_256;(600, 600, 3);spurious_copper;365;384;205;243
rotation_270_light_07_missing_hole_04_2_600;(601, 601, 3);missing_hole;417;466;480;520
rotation_90_light_04_open_circuit_01_1_600;(600, 600, 3);open_circuit;559;579;399;422
rotation_90_light_04_open_circuit_01_1_600;(600, 600, 3);open_circuit;492;520;326;358
l_light_04_mouse_bite_15_4_600;(600, 600, 3);mouse_bite;37;70;89;110
light_12_short_07_2_256;(600, 600, 3);short;322;340;398;419
light_12_short_07_2_256;(600, 600, 3);short;516;536;29;58
rotation_90_light_06_short_09_3_600;(600, 600, 3);short;5;31;135;166
rotation_90_light_06_missing_hole_09_2_600;(600, 600, 3);missing_hole;96;118;105;128
rotation_270_light_11_open_circuit_02_2_600;(601, 601, 3);open_circuit;575;599;299;326
rotation_270_light_11_open_circuit_02_2_600;(601, 601, 3);open_circuit;296;327;479;505
rotation_270_light_11_short_02_4_600;(601, 601, 3);short;465;503;41;73
rotation_270_light_11_short_02_4_600;(601, 601, 3);short;225;272;340;371
rotation_270_light_11_short_02_4_600;(601, 601, 3);short;83;120;327;355
rotation_90_light_09_open_circuit_01_5_600;(600, 600, 3);open_circuit;11;31;366;383
rotation_90_light_09_open_circuit_01_5_600;(600, 600, 3);open_circuit;241;258;540;558
rotation_90_light_09_open_circuit_01_5_600;(600, 600, 3);open_circuit;555;579;332;357
rotation_90_light_09_open_circuit_01_5_600;(600, 600, 3);open_circuit;468;487;79;93
rotation_90_light_09_open_circuit_06_3_600;(600, 600, 3);open_circuit;264;286;191;210
l_light_11_spur_07_3_600;(600, 600, 3);spur;67;104;276;322
light_11_short_03_4_256;(600, 600, 3);short;129;168;93;140
rotation_270_light_04_open_circuit_10_3_600;(601, 601, 3);open_circuit;377;404;246;267
rotation_270_light_04_open_circuit_10_3_600;(601, 601, 3);open_circuit;327;356;409;438
light_05_open_circuit_01_3_256;(600, 600, 3);open_circuit;158;178;293;310
rotation_270_light_11_short_07_3_600;(601, 601, 3);short;435;460;16;63
rotation_270_light_11_short_07_3_600;(601, 601, 3);short;69;106;132;172
rotation_90_light_11_short_01_5_600;(600, 600, 3);short;279;313;304;345
rotation_90_light_11_short_01_5_600;(600, 600, 3);short;529;573;1;34
rotation_90_light_11_short_01_5_600;(600, 600, 3);short;391;433;458;503
rotation_90_light_11_short_01_5_600;(600, 600, 3);short;474;509;533;579
rotation_270_light_01_mouse_bite_12_2_600;(601, 601, 3);mouse_bite;421;443;325;343
rotation_270_light_01_mouse_bite_12_2_600;(601, 601, 3);mouse_bite;210;236;467;488
rotation_90_light_10_short_01_5_600;(600, 600, 3);short;86;139;289;374
rotation_90_light_10_short_01_5_600;(600, 600, 3);short;569;599;246;305
rotation_90_light_12_open_circuit_05_3_600;(600, 600, 3);open_circuit;28;45;312;329
rotation_90_light_12_open_circuit_05_3_600;(600, 600, 3);open_circuit;168;185;249;262
rotation_90_light_12_open_circuit_05_3_600;(600, 600, 3);open_circuit;220;235;427;441
rotation_90_light_01_missing_hole_19_2_600;(600, 600, 3);missing_hole;74;112;356;386
light_12_mouse_bite_05_3_256;(600, 600, 3);mouse_bite;132;160;427;444
light_12_mouse_bite_05_3_256;(600, 600, 3);mouse_bite;318;334;578;599
rotation_90_light_05_short_01_1_600;(600, 600, 3);short;580;599;379;412
light_12_mouse_bite_05_1_256;(600, 600, 3);mouse_bite;531;559;427;444
l_light_08_spur_07_2_600;(600, 600, 3);spur;416;444;22;63
l_light_08_spur_07_2_600;(600, 600, 3);spur;578;599;207;250
rotation_270_light_06_missing_hole_03_3_600;(601, 601, 3);missing_hole;407;429;23;48
rotation_270_light_11_missing_hole_05_1_600;(601, 601, 3);missing_hole;182;220;384;418
rotation_270_light_11_missing_hole_05_1_600;(601, 601, 3);missing_hole;131;167;510;541
light_11_spur_04_4_256;(600, 600, 3);spur;254;276;78;122
rotation_270_light_11_open_circuit_10_2_600;(601, 601, 3);open_circuit;482;505;415;439
rotation_270_light_11_open_circuit_10_2_600;(601, 601, 3);open_circuit;254;277;255;275
light_04_mouse_bite_05_2_256;(600, 600, 3);mouse_bite;8;28;193;223
rotation_90_light_01_missing_hole_13_2_600;(600, 600, 3);missing_hole;1;30;117;153
rotation_90_light_01_missing_hole_16_1_600;(600, 600, 3);missing_hole;454;493;158;194
l_light_10_open_circuit_01_3_600;(600, 600, 3);open_circuit;96;120;138;176
l_light_10_open_circuit_01_3_600;(600, 600, 3);open_circuit;229;272;266;293
l_light_10_open_circuit_01_3_600;(600, 600, 3);open_circuit;373;403;415;448
light_09_short_06_5_256;(600, 600, 3);short;212;246;177;220
light_09_short_06_5_256;(600, 600, 3);short;538;564;260;289
light_09_short_06_5_256;(600, 600, 3);short;472;524;478;507
rotation_270_light_06_spurious_copper_06_2_600;(601, 601, 3);spurious_copper;65;105;255;270
l_light_04_open_circuit_10_3_600;(600, 600, 3);open_circuit;246;266;196;222
l_light_04_open_circuit_10_3_600;(600, 600, 3);open_circuit;409;437;244;272
light_09_mouse_bite_08_3_256;(600, 600, 3);mouse_bite;1;20;201;229
light_09_mouse_bite_08_3_256;(600, 600, 3);mouse_bite;171;202;460;479
light_09_mouse_bite_08_3_256;(600, 600, 3);mouse_bite;514;543;467;495
light_09_mouse_bite_08_3_256;(600, 600, 3);mouse_bite;442;474;295;313
rotation_90_light_06_open_circuit_07_5_600;(600, 600, 3);open_circuit;241;276;72;87
rotation_90_light_06_open_circuit_07_5_600;(600, 600, 3);open_circuit;520;535;122;159
rotation_90_light_06_open_circuit_07_5_600;(600, 600, 3);open_circuit;258;278;390;403
rotation_90_light_06_open_circuit_07_5_600;(600, 600, 3);open_circuit;238;254;173;196
light_10_short_04_3_256;(600, 600, 3);short;1;42;272;318
light_10_short_04_3_256;(600, 600, 3);short;424;489;262;317
light_10_short_04_3_256;(600, 600, 3);short;352;415;347;409
rotation_90_light_12_open_circuit_03_1_600;(600, 600, 3);open_circuit;361;376;59;79
rotation_90_light_12_open_circuit_03_1_600;(600, 600, 3);open_circuit;403;426;537;555
light_12_short_03_1_256;(600, 600, 3);short;245;263;583;599
light_09_short_07_2_256;(600, 600, 3);short;340;370;507;530
light_09_short_07_2_256;(600, 600, 3);short;166;196;121;146
l_light_12_spur_01_4_600;(600, 600, 3);spur;303;347;86;104
l_light_12_spur_01_4_600;(600, 600, 3);spur;268;309;321;337
light_08_open_circuit_09_2_256;(600, 600, 3);open_circuit;171;190;294;306
light_08_open_circuit_09_2_256;(600, 600, 3);open_circuit;256;275;364;381
light_08_open_circuit_09_2_256;(600, 600, 3);open_circuit;47;70;551;572
light_12_spur_04_3_256;(600, 600, 3);spur;104;142;421;438
light_08_short_01_5_256;(600, 600, 3);short;152;187;363;399
light_11_missing_hole_09_4_256;(600, 600, 3);missing_hole;165;202;380;416
l_light_11_mouse_bite_01_2_600;(600, 600, 3);mouse_bite;410;438;259;290
rotation_90_light_04_missing_hole_12_1_600;(600, 600, 3);missing_hole;325;350;438;468
rotation_90_light_04_missing_hole_12_1_600;(600, 600, 3);missing_hole;464;491;500;528
rotation_90_light_04_short_13_4_600;(600, 600, 3);short;328;372;96;149
light_09_open_circuit_05_2_256;(600, 600, 3);open_circuit;246;265;142;159
light_09_open_circuit_05_2_256;(600, 600, 3);open_circuit;340;358;478;497
light_09_open_circuit_05_2_256;(600, 600, 3);open_circuit;90;106;473;489
light_09_open_circuit_05_2_256;(600, 600, 3);open_circuit;70;84;522;538
light_07_open_circuit_10_2_256;(600, 600, 3);open_circuit;556;579;75;96
light_04_mouse_bite_02_4_256;(600, 600, 3);mouse_bite;303;336;562;581
rotation_270_light_06_short_04_3_600;(601, 601, 3);short;252;271;233;260
rotation_270_light_06_short_04_3_600;(601, 601, 3);short;245;266;147;170
l_light_06_open_circuit_09_1_600;(600, 600, 3);open_circuit;519;528;460;488
light_07_short_01_4_256;(600, 600, 3);short;14;66;1;21
light_07_short_01_4_256;(600, 600, 3);short;186;226;253;296
light_07_short_01_4_256;(600, 600, 3);short;516;565;282;326
light_07_short_01_4_256;(600, 600, 3);short;534;578;176;215
rotation_90_light_07_mouse_bite_08_4_600;(600, 600, 3);mouse_bite;33;58;363;411
light_04_missing_hole_03_2_256;(600, 600, 3);missing_hole;520;547;126;159
light_04_missing_hole_03_2_256;(600, 600, 3);missing_hole;289;313;261;294
l_light_12_open_circuit_04_3_600;(600, 600, 3);open_circuit;145;160;144;161
l_light_12_open_circuit_04_3_600;(600, 600, 3);open_circuit;194;211;148;165
l_light_12_open_circuit_04_3_600;(600, 600, 3);open_circuit;147;164;366;381
rotation_90_light_05_missing_hole_06_4_600;(600, 600, 3);missing_hole;98;121;380;404
rotation_90_light_05_missing_hole_06_4_600;(600, 600, 3);missing_hole;387;409;102;124
l_light_07_short_05_2_600;(600, 600, 3);short;533;581;131;172
l_light_07_short_05_2_600;(600, 600, 3);short;284;344;274;319
l_light_07_short_05_2_600;(600, 600, 3);short;302;369;42;83
l_light_01_mouse_bite_04_3_600;(600, 600, 3);mouse_bite;568;588;278;294
rotation_90_light_09_spur_02_5_600;(600, 600, 3);spur;308;349;1;23
rotation_90_light_09_spur_02_5_600;(600, 600, 3);spur;215;235;431;469
rotation_90_light_09_spur_02_5_600;(600, 600, 3);spur;1;34;207;228
rotation_90_light_09_spur_02_5_600;(600, 600, 3);spur;491;516;303;340
rotation_90_light_09_spur_02_5_600;(600, 600, 3);spur;315;338;429;448
rotation_90_light_07_missing_hole_02_1_600;(600, 600, 3);missing_hole;104;137;1;18
rotation_90_light_07_missing_hole_02_1_600;(600, 600, 3);missing_hole;558;599;391;452
light_01_open_circuit_20_1_256;(600, 600, 3);open_circuit;40;61;333;349
light_01_open_circuit_20_1_256;(600, 600, 3);open_circuit;262;286;491;508
light_08_spurious_copper_07_5_256;(600, 600, 3);spurious_copper;417;439;226;262
light_08_spurious_copper_07_5_256;(600, 600, 3);spurious_copper;581;599;349;389
light_08_spurious_copper_07_5_256;(600, 600, 3);spurious_copper;1;18;363;391
rotation_270_light_01_spur_20_1_600;(601, 601, 3);spur;251;273;38;71
light_11_spurious_copper_01_4_256;(600, 600, 3);spurious_copper;130;160;86;103
light_11_spurious_copper_01_4_256;(600, 600, 3);spurious_copper;106;120;235;265
l_light_10_mouse_bite_02_4_600;(600, 600, 3);mouse_bite;244;287;76;106
l_light_10_mouse_bite_02_4_600;(600, 600, 3);mouse_bite;437;468;101;126
light_07_mouse_bite_05_2_256;(600, 600, 3);mouse_bite;578;599;186;210
rotation_90_light_04_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;102;160;387;408
rotation_90_light_04_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;49;76;186;219
rotation_270_light_11_mouse_bite_05_2_600;(601, 601, 3);mouse_bite;483;504;517;560
rotation_270_light_11_mouse_bite_05_2_600;(601, 601, 3);mouse_bite;467;497;239;277
rotation_270_light_11_mouse_bite_05_2_600;(601, 601, 3);mouse_bite;270;300;331;374
light_10_open_circuit_04_1_256;(600, 600, 3);open_circuit;505;550;519;546
light_10_open_circuit_04_1_256;(600, 600, 3);open_circuit;376;415;421;457
l_light_11_short_06_3_600;(600, 600, 3);short;101;128;516;550
rotation_270_light_04_spurious_copper_08_1_600;(601, 601, 3);spurious_copper;132;149;326;403
rotation_270_light_09_spurious_copper_04_4_600;(601, 601, 3);spurious_copper;540;574;494;532
rotation_270_light_09_spurious_copper_04_4_600;(601, 601, 3);spurious_copper;523;547;1;24
light_11_spurious_copper_01_2_256;(600, 600, 3);spurious_copper;545;575;86;103
light_11_spurious_copper_01_2_256;(600, 600, 3);spurious_copper;521;535;235;265
light_11_spurious_copper_01_2_256;(600, 600, 3);spurious_copper;369;392;208;228
rotation_270_light_05_missing_hole_01_3_600;(601, 601, 3);missing_hole;523;550;127;149
rotation_270_light_05_missing_hole_01_3_600;(601, 601, 3);missing_hole;204;228;42;64
rotation_270_light_10_short_03_2_600;(601, 601, 3);short;294;342;431;489
rotation_270_light_10_short_03_2_600;(601, 601, 3);short;161;236;108;227
rotation_270_light_10_short_03_2_600;(601, 601, 3);short;174;231;381;454
light_09_missing_hole_08_2_256;(600, 600, 3);missing_hole;82;107;114;139
light_09_missing_hole_08_2_256;(600, 600, 3);missing_hole;120;142;272;298
rotation_270_light_04_open_circuit_09_2_600;(601, 601, 3);open_circuit;397;423;307;334
rotation_270_light_04_open_circuit_09_2_600;(601, 601, 3);open_circuit;220;243;225;256
rotation_90_light_11_mouse_bite_10_2_600;(600, 600, 3);mouse_bite;77;101;110;153
rotation_90_light_11_mouse_bite_10_2_600;(600, 600, 3);mouse_bite;97;120;238;274
rotation_90_light_11_mouse_bite_10_2_600;(600, 600, 3);mouse_bite;265;298;95;124
rotation_90_light_04_spur_16_1_600;(600, 600, 3);spur;526;565;394;415
rotation_270_light_08_mouse_bite_08_4_600;(601, 601, 3);mouse_bite;413;439;377;403
rotation_270_light_08_mouse_bite_08_4_600;(601, 601, 3);mouse_bite;340;376;507;532
rotation_270_light_10_spurious_copper_02_5_600;(601, 601, 3);spurious_copper;470;515;486;517
rotation_270_light_10_spurious_copper_02_5_600;(601, 601, 3);spurious_copper;241;295;279;303
rotation_270_light_10_spurious_copper_02_5_600;(601, 601, 3);spurious_copper;317;342;511;564
rotation_270_light_10_spurious_copper_02_5_600;(601, 601, 3);spurious_copper;552;599;216;237
rotation_90_light_06_spur_10_3_600;(600, 600, 3);spur;282;315;573;593
rotation_90_light_08_open_circuit_10_3_600;(600, 600, 3);open_circuit;363;385;145;181
rotation_90_light_08_open_circuit_10_3_600;(600, 600, 3);open_circuit;249;270;140;156
rotation_90_light_08_open_circuit_10_3_600;(600, 600, 3);open_circuit;391;406;336;360
rotation_90_light_08_open_circuit_10_3_600;(600, 600, 3);open_circuit;146;167;355;374
rotation_90_light_09_spurious_copper_07_3_600;(600, 600, 3);spurious_copper;58;84;255;315
rotation_90_light_09_spurious_copper_07_3_600;(600, 600, 3);spurious_copper;122;187;369;395
rotation_90_light_09_spurious_copper_07_3_600;(600, 600, 3);spurious_copper;157;179;514;555
rotation_270_light_01_missing_hole_07_1_600;(601, 601, 3);missing_hole;414;449;316;358
rotation_270_light_09_spurious_copper_09_2_600;(601, 601, 3);spurious_copper;453;485;510;531
rotation_270_light_04_short_10_2_600;(601, 601, 3);short;514;557;565;599
light_06_short_03_1_256;(600, 600, 3);short;407;438;563;588
light_06_short_03_1_256;(600, 600, 3);short;70;103;393;426
light_11_open_circuit_08_3_256;(600, 600, 3);open_circuit;65;91;328;354
light_11_open_circuit_08_3_256;(600, 600, 3);open_circuit;158;185;294;320
light_11_open_circuit_08_3_256;(600, 600, 3);open_circuit;256;285;513;534
rotation_270_light_06_missing_hole_06_4_600;(601, 601, 3);missing_hole;379;405;318;348
rotation_270_light_06_missing_hole_06_4_600;(601, 601, 3);missing_hole;403;428;62;82
light_06_spur_06_5_256;(600, 600, 3);spur;564;583;157;207
light_06_spur_06_5_256;(600, 600, 3);spur;89;105;356;393
l_light_12_spurious_copper_06_3_600;(600, 600, 3);spurious_copper;283;303;160;196
l_light_12_spurious_copper_06_3_600;(600, 600, 3);spurious_copper;529;550;250;298
l_light_12_spurious_copper_06_3_600;(600, 600, 3);spurious_copper;449;490;334;352
l_light_12_spurious_copper_06_3_600;(600, 600, 3);spurious_copper;452;488;21;42
rotation_90_light_04_missing_hole_07_1_600;(600, 600, 3);missing_hole;391;417;506;532
rotation_90_light_04_missing_hole_07_1_600;(600, 600, 3);missing_hole;140;169;425;453
rotation_90_light_04_missing_hole_07_1_600;(600, 600, 3);missing_hole;137;171;152;178
l_light_11_short_08_5_600;(600, 600, 3);short;252;283;276;316
l_light_11_short_08_5_600;(600, 600, 3);short;271;325;426;445
l_light_11_short_08_5_600;(600, 600, 3);short;1;49;424;448
light_12_missing_hole_04_4_256;(600, 600, 3);missing_hole;111;129;125;145
light_12_missing_hole_04_4_256;(600, 600, 3);missing_hole;192;211;159;177
light_12_missing_hole_04_4_256;(600, 600, 3);missing_hole;194;211;3;23
light_12_missing_hole_04_4_256;(600, 600, 3);missing_hole;356;376;1;25
rotation_270_light_04_short_17_2_600;(601, 601, 3);short;500;533;391;425
rotation_270_light_04_short_17_2_600;(601, 601, 3);short;479;514;180;223
light_01_open_circuit_07_2_256;(600, 600, 3);open_circuit;398;417;195;215
rotation_90_light_04_missing_hole_03_2_600;(600, 600, 3);missing_hole;125;159;53;81
rotation_90_light_04_missing_hole_03_2_600;(600, 600, 3);missing_hole;260;294;287;312
l_light_04_mouse_bite_08_4_600;(600, 600, 3);mouse_bite;279;310;235;264
l_light_04_mouse_bite_08_4_600;(600, 600, 3);mouse_bite;387;407;130;154
light_05_open_circuit_01_2_256;(600, 600, 3);open_circuit;410;434;1;22
rotation_90_light_09_open_circuit_09_2_600;(600, 600, 3);open_circuit;18;34;214;242
rotation_90_light_09_open_circuit_09_2_600;(600, 600, 3);open_circuit;121;137;56;74
l_light_04_mouse_bite_18_1_600;(600, 600, 3);mouse_bite;242;265;556;587
rotation_270_light_05_mouse_bite_10_5_600;(601, 601, 3);mouse_bite;461;505;311;337
rotation_270_light_05_mouse_bite_10_5_600;(601, 601, 3);mouse_bite;306;348;564;589
rotation_270_light_05_mouse_bite_10_5_600;(601, 601, 3);mouse_bite;180;210;419;436
light_08_open_circuit_04_4_256;(600, 600, 3);open_circuit;97;122;36;53
light_08_open_circuit_04_4_256;(600, 600, 3);open_circuit;291;306;159;182
light_05_spur_08_5_256;(600, 600, 3);spur;427;464;98;123
light_05_spur_08_5_256;(600, 600, 3);spur;19;66;96;124
light_05_spur_08_5_256;(600, 600, 3);spur;1;17;407;434
light_04_spurious_copper_07_3_256;(600, 600, 3);spurious_copper;147;167;111;167
light_04_spurious_copper_07_3_256;(600, 600, 3);spurious_copper;146;166;178;239
rotation_90_light_07_spur_04_1_600;(600, 600, 3);spur;476;501;1;50
rotation_90_light_07_spur_04_1_600;(600, 600, 3);spur;480;522;160;192
rotation_90_light_09_open_circuit_07_4_600;(600, 600, 3);open_circuit;485;504;74;96
rotation_270_light_05_open_circuit_04_3_600;(601, 601, 3);open_circuit;259;281;266;286
rotation_270_light_05_open_circuit_04_3_600;(601, 601, 3);open_circuit;154;179;1;25
rotation_270_light_05_open_circuit_04_3_600;(601, 601, 3);open_circuit;340;362;169;194
rotation_90_light_08_spur_02_1_600;(600, 600, 3);spur;574;594;148;193
light_11_mouse_bite_04_5_256;(600, 600, 3);mouse_bite;138;175;67;97
light_11_mouse_bite_04_5_256;(600, 600, 3);mouse_bite;252;287;314;336
light_11_mouse_bite_04_5_256;(600, 600, 3);mouse_bite;162;193;418;446
light_11_mouse_bite_04_5_256;(600, 600, 3);mouse_bite;104;139;517;545
light_11_mouse_bite_04_5_256;(600, 600, 3);mouse_bite;14;38;131;166
rotation_270_light_06_spurious_copper_02_2_600;(601, 601, 3);spurious_copper;54;72;400;455
rotation_270_light_06_spurious_copper_02_2_600;(601, 601, 3);spurious_copper;500;521;550;567
rotation_270_light_06_spurious_copper_02_2_600;(601, 601, 3);spurious_copper;543;561;430;470
rotation_270_light_06_spurious_copper_02_2_600;(601, 601, 3);spurious_copper;364;398;368;386
rotation_270_light_05_spur_04_2_600;(601, 601, 3);spur;54;93;147;189
rotation_270_light_05_spur_04_2_600;(601, 601, 3);spur;221;244;295;332
light_08_spurious_copper_06_5_256;(600, 600, 3);spurious_copper;415;440;222;268
light_08_spurious_copper_06_5_256;(600, 600, 3);spurious_copper;584;599;463;499
rotation_270_light_05_open_circuit_07_1_600;(601, 601, 3);open_circuit;75;94;406;430
rotation_270_light_05_open_circuit_07_1_600;(601, 601, 3);open_circuit;419;441;440;462
l_light_06_spur_10_5_600;(600, 600, 3);spur;177;212;84;104
l_light_06_spur_10_5_600;(600, 600, 3);spur;22;70;455;472
l_light_06_spur_10_5_600;(600, 600, 3);spur;327;346;83;115
l_light_04_mouse_bite_20_4_600;(600, 600, 3);mouse_bite;198;220;459;491
light_08_mouse_bite_06_2_256;(600, 600, 3);mouse_bite;415;440;28;53
light_08_mouse_bite_06_2_256;(600, 600, 3);mouse_bite;582;599;202;231
rotation_90_light_01_mouse_bite_11_1_600;(600, 600, 3);mouse_bite;409;432;479;500
rotation_90_light_01_mouse_bite_11_1_600;(600, 600, 3);mouse_bite;183;202;307;328
rotation_90_light_10_spurious_copper_05_5_600;(600, 600, 3);spurious_copper;214;236;103;144
rotation_90_light_10_spurious_copper_05_5_600;(600, 600, 3);spurious_copper;182;206;355;405
rotation_90_light_10_spurious_copper_05_5_600;(600, 600, 3);spurious_copper;234;291;216;241
rotation_90_light_10_spurious_copper_05_5_600;(600, 600, 3);spurious_copper;441;482;155;178
light_08_mouse_bite_02_4_256;(600, 600, 3);mouse_bite;94;126;24;53
l_light_10_open_circuit_01_2_600;(600, 600, 3);open_circuit;315;357;284;315
l_light_10_open_circuit_01_2_600;(600, 600, 3);open_circuit;96;120;538;576
light_05_short_07_4_256;(600, 600, 3);short;186;225;496;537
rotation_270_light_04_open_circuit_09_3_600;(601, 601, 3);open_circuit;420;443;545;576
rotation_90_light_05_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;208;226;260;328
rotation_90_light_05_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;233;249;298;365
rotation_90_light_05_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;363;413;78;93
light_10_short_01_3_256;(600, 600, 3);short;1;55;287;339
light_10_short_01_3_256;(600, 600, 3);short;426;489;257;305
light_10_short_01_3_256;(600, 600, 3);short;372;415;338;412
rotation_90_light_04_spurious_copper_13_2_600;(600, 600, 3);spurious_copper;41;63;217;247
rotation_90_light_04_spurious_copper_13_2_600;(600, 600, 3);spurious_copper;52;74;189;217
l_light_07_spur_05_3_600;(600, 600, 3);spur;460;520;129;161
l_light_07_spur_05_3_600;(600, 600, 3);spur;396;425;254;300
l_light_07_spur_05_3_600;(600, 600, 3);spur;565;596;82;115
rotation_90_light_09_mouse_bite_06_4_600;(600, 600, 3);mouse_bite;1;30;465;485
rotation_90_light_09_mouse_bite_06_4_600;(600, 600, 3);mouse_bite;240;264;511;543
rotation_90_light_09_mouse_bite_06_4_600;(600, 600, 3);mouse_bite;372;392;310;338
rotation_90_light_04_spurious_copper_17_1_600;(600, 600, 3);spurious_copper;357;401;110;128
light_09_spurious_copper_09_1_256;(600, 600, 3);spurious_copper;500;550;249;288
light_09_spurious_copper_09_1_256;(600, 600, 3);spurious_copper;510;530;515;546
light_09_spurious_copper_09_1_256;(600, 600, 3);spurious_copper;316;337;189;231
rotation_270_light_06_mouse_bite_04_2_600;(601, 601, 3);mouse_bite;412;443;406;421
