Index;file;width;height;depth;class;xmin;ymin;xmax;ymax
10659;l_light_12_spurious_copper_03_5_600;600;600;3;spurious_copper;43;80;79;101
10660;l_light_12_spurious_copper_05_1_600;600;600;3;spurious_copper;463;252;508;268
10661;l_light_12_spurious_copper_05_1_600;600;600;3;spurious_copper;430;334;465;350
10662;l_light_12_spurious_copper_05_1_600;600;600;3;spurious_copper;34;330;55;371
10663;l_light_12_spurious_copper_05_2_600;600;600;3;spurious_copper;366;568;380;599
10664;l_light_12_spurious_copper_05_3_600;600;600;3;spurious_copper;191;214;232;229
10665;l_light_12_spurious_copper_05_3_600;600;600;3;spurious_copper;64;252;109;268
10666;l_light_12_spurious_copper_05_3_600;600;600;3;spurious_copper;366;168;380;199
10667;l_light_12_spurious_copper_05_3_600;600;600;3;spurious_copper;31;334;66;350
10668;l_light_12_spurious_copper_05_4_600;600;600;3;spurious_copper;391;414;432;429
10669;l_light_12_spurious_copper_05_4_600;600;600;3;spurious_copper;264;452;309;468
10670;l_light_12_spurious_copper_05_4_600;600;600;3;spurious_copper;566;368;580;399
10671;l_light_12_spurious_copper_05_4_600;600;600;3;spurious_copper;231;534;266;550
10672;l_light_12_spurious_copper_06_1_600;600;600;3;spurious_copper;529;197;552;236
10673;l_light_12_spurious_copper_06_2_600;600;600;3;spurious_copper;130;197;153;236
10674;l_light_12_spurious_copper_06_2_600;600;600;3;spurious_copper;283;560;303;596
10675;l_light_12_spurious_copper_06_2_600;600;600;3;spurious_copper;452;421;488;442
10676;l_light_12_spurious_copper_06_3_600;600;600;3;spurious_copper;283;160;303;196
10677;l_light_12_spurious_copper_06_3_600;600;600;3;spurious_copper;529;250;550;298
10678;l_light_12_spurious_copper_06_3_600;600;600;3;spurious_copper;449;334;490;352
10679;l_light_12_spurious_copper_06_3_600;600;600;3;spurious_copper;452;21;488;42
10680;l_light_12_spurious_copper_06_4_600;600;600;3;spurious_copper;330;1;353;36
10681;l_light_12_spurious_copper_06_4_600;600;600;3;spurious_copper;483;360;503;396
10682;l_light_12_spurious_copper_07_1_600;600;600;3;spurious_copper;442;250;466;265
10683;l_light_12_spurious_copper_07_1_600;600;600;3;spurious_copper;102;231;140;249
10684;l_light_12_spurious_copper_07_2_600;600;600;3;spurious_copper;265;565;282;594
10685;l_light_12_spurious_copper_07_2_600;600;600;3;spurious_copper;406;481;445;499
10686;l_light_12_spurious_copper_07_3_600;600;600;3;spurious_copper;43;250;67;265
10687;l_light_12_spurious_copper_07_3_600;600;600;3;spurious_copper;434;316;482;334
10688;l_light_12_spurious_copper_07_3_600;600;600;3;spurious_copper;265;165;282;194
10689;l_light_12_spurious_copper_07_3_600;600;600;3;spurious_copper;406;81;445;99
10690;l_light_12_spurious_copper_07_4_600;600;600;3;spurious_copper;243;450;267;465
10691;l_light_12_spurious_copper_07_4_600;600;600;3;spurious_copper;465;365;482;394
10692;l_light_12_spurious_copper_08_1_600;600;600;3;spurious_copper;315;465;346;482
10693;l_light_12_spurious_copper_08_2_600;600;600;3;spurious_copper;315;65;346;82
10694;l_light_12_spurious_copper_08_3_600;600;600;3;spurious_copper;492;269;506;306
10695;l_light_12_spurious_copper_08_3_600;600;600;3;spurious_copper;325;564;343;597
10696;l_light_12_spurious_copper_08_4_600;600;600;3;spurious_copper;325;164;343;197
10697;l_light_12_spurious_copper_08_4_600;600;600;3;spurious_copper;536;313;547;344
10698;l_light_12_spurious_copper_08_4_600;600;600;3;spurious_copper;284;497;322;515
10699;l_light_12_spurious_copper_08_5_600;600;600;3;spurious_copper;525;364;543;397
10700;l_light_12_spurious_copper_08_5_600;600;600;3;spurious_copper;116;265;147;282
10701;l_light_12_spurious_copper_09_1_600;600;600;3;spurious_copper;213;247;250;265
10702;l_light_12_spurious_copper_09_2_600;600;600;3;spurious_copper;368;154;385;193
10703;l_light_12_spurious_copper_09_2_600;600;600;3;spurious_copper;511;394;528;427
10704;l_light_12_spurious_copper_09_3_600;600;600;3;spurious_copper;410;200;451;217
10705;l_light_12_spurious_copper_09_3_600;600;600;3;spurious_copper;226;314;282;332
10706;l_light_12_spurious_copper_09_3_600;600;600;3;spurious_copper;511;1;528;27
10707;l_light_12_spurious_copper_09_4_600;600;600;3;spurious_copper;426;514;482;532
10708;l_light_12_spurious_copper_09_4_600;600;600;3;spurious_copper;14;447;51;465
10709;l_light_12_spurious_copper_10_1_600;600;600;3;spurious_copper;552;370;575;391
10710;l_light_12_spurious_copper_10_2_600;600;600;3;spurious_copper;427;334;462;350
10711;l_light_12_spurious_copper_10_2_600;600;600;3;spurious_copper;124;246;155;265
10712;l_light_12_spurious_copper_10_3_600;600;600;3;spurious_copper;304;133;324;167
10713;l_light_12_spurious_copper_10_3_600;600;600;3;spurious_copper;153;370;176;391
10714;l_light_12_spurious_copper_10_3_600;600;600;3;spurious_copper;328;570;339;599
10715;l_light_12_spurious_copper_10_4_600;600;600;3;spurious_copper;328;170;339;204
10716;l_light_12_spurious_copper_10_4_600;600;600;3;spurious_copper;28;334;63;350
10717;l_light_12_spurious_copper_10_5_600;600;600;3;spurious_copper;353;170;376;191
10718;l_light_12_spurious_copper_10_5_600;600;600;3;spurious_copper;528;370;539;404
10719;l_light_12_spurious_copper_10_5_600;600;600;3;spurious_copper;228;534;263;550
10720;l_light_12_spur_01_1_600;600;600;3;spur;418;291;460;313
10721;l_light_12_spur_01_2_600;600;600;3;spur;351;239;397;258
10722;l_light_12_spur_01_3_600;600;600;3;spur;269;187;291;224
10723;l_light_12_spur_01_3_600;600;600;3;spur;19;291;61;313
10724;l_light_12_spur_01_3_600;600;600;3;spur;303;486;347;504
10725;l_light_12_spur_01_4_600;600;600;3;spur;303;86;347;104
10726;l_light_12_spur_01_4_600;600;600;3;spur;268;321;309;337
10727;l_light_12_spur_01_5_600;600;600;3;spur;469;1;491;24
10728;l_light_12_spur_01_5_600;600;600;3;spur;219;91;261;113
10729;l_light_12_spur_01_5_600;600;600;3;spur;503;286;547;304
10730;l_light_12_spur_01_5_600;600;600;3;spur;468;521;509;537
10731;l_light_12_spur_01_5_600;600;600;3;spur;152;439;198;458
10732;l_light_12_spur_02_1_600;600;600;3;spur;151;240;199;259
10733;l_light_12_spur_02_1_600;600;600;3;spur;533;453;567;472
10734;l_light_12_spur_02_2_600;600;600;3;spur;354;248;370;279
10735;l_light_12_spur_02_2_600;600;600;3;spur;293;568;309;599
10736;l_light_12_spur_02_3_600;600;600;3;spur;293;168;309;204
10737;l_light_12_spur_02_3_600;600;600;3;spur;134;453;168;472
10738;l_light_12_spur_02_3_600;600;600;3;spur;376;320;417;337
10739;l_light_12_spur_02_4_600;600;600;3;spur;554;48;570;79
10740;l_light_12_spur_02_4_600;600;600;3;spur;493;368;509;404
10741;l_light_12_spur_02_4_600;600;600;3;spur;576;520;599;537
10742;l_light_12_spur_03_1_600;600;600;3;spur;393;242;438;262
10743;l_light_12_spur_03_1_600;600;600;3;spur;40;314;61;350
10744;l_light_12_spur_03_2_600;600;600;3;spur;213;306;257;324
10745;l_light_12_spur_03_2_600;600;600;3;spur;419;221;452;240
10746;l_light_12_spur_03_2_600;600;600;3;spur;539;260;554;297
10747;l_light_12_spur_03_2_600;600;600;3;spur;1;242;39;262
10748;l_light_12_spur_03_3_600;600;600;3;spur;413;506;457;524
10749;l_light_12_spur_03_3_600;600;600;3;spur;194;442;239;462
10750;l_light_12_spur_04_1_600;600;600;3;spur;350;472;388;489
10751;l_light_12_spur_04_1_600;600;600;3;spur;503;421;541;438
10752;l_light_12_spur_04_2_600;600;600;3;spur;350;72;388;89
10753;l_light_12_spur_04_2_600;600;600;3;spur;503;21;541;38
10754;l_light_12_spur_04_2_600;600;600;3;spur;245;255;282;268
10755;l_light_12_spur_04_2_600;600;600;3;spur;41;291;61;329
10756;l_light_12_spur_04_2_600;600;600;3;spur;237;188;275;206
10757;l_light_12_spur_04_3_600;600;600;3;spur;104;421;142;438
10758;l_light_12_spur_04_4_600;600;600;3;spur;104;21;142;38
10759;l_light_12_spur_04_5_600;600;600;3;spur;151;272;189;289
10760;l_light_12_spur_04_5_600;600;600;3;spur;304;221;342;238
10761;l_light_12_spur_04_5_600;600;600;3;spur;46;455;83;468
10762;l_light_12_spur_04_5_600;600;600;3;spur;38;388;76;406
10763;l_light_12_spur_05_1_600;600;600;3;spur;376;291;421;313
10764;l_light_12_spur_05_2_600;600;600;3;spur;363;210;404;229
10765;l_light_12_spur_05_3_600;600;600;3;spur;289;429;332;450
10766;l_light_12_spur_05_3_600;600;600;3;spur;269;237;296;277
10767;l_light_12_spur_05_3_600;600;600;3;spur;1;291;22;313
10768;l_light_12_spur_05_3_600;600;600;3;spur;291;568;309;597
10769;l_light_12_spur_05_4_600;600;600;3;spur;289;29;332;50
10770;l_light_12_spur_05_4_600;600;600;3;spur;291;168;309;197
10771;l_light_12_spur_05_5_600;600;600;3;spur;489;229;532;250
10772;l_light_12_spur_05_5_600;600;600;3;spur;469;37;496;77
10773;l_light_12_spur_05_5_600;600;600;3;spur;177;91;222;113
10774;l_light_12_spur_05_5_600;600;600;3;spur;164;410;205;429
10775;l_light_12_spur_05_5_600;600;600;3;spur;491;368;509;397
10776;l_light_12_spur_06_1_600;600;600;3;spur;184;239;221;258
10777;l_light_12_spur_06_2_600;600;600;3;spur;269;220;291;251
10778;l_light_12_spur_06_2_600;600;600;3;spur;482;268;500;306
10779;l_light_12_spur_06_2_600;600;600;3;spur;296;490;337;508
10780;l_light_12_spur_06_2_600;600;600;3;spur;317;576;334;599
10781;l_light_12_spur_06_3_600;600;600;3;spur;296;90;337;108
10782;l_light_12_spur_06_3_600;600;600;3;spur;317;176;334;210
10783;l_light_12_spur_06_4_600;600;600;3;spur;469;20;491;51
10784;l_light_12_spur_06_4_600;600;600;3;spur;496;290;537;308
10785;l_light_12_spur_06_4_600;600;600;3;spur;517;376;534;410
10786;l_light_12_spur_06_4_600;600;600;3;spur;1;439;22;458
10787;l_light_12_spur_07_1_600;600;600;3;spur;557;297;573;324
10788;l_light_12_spur_07_3_600;600;600;3;spur;158;297;174;324
10789;l_light_12_spur_07_3_600;600;600;3;spur;373;255;393;287
10790;l_light_12_spur_07_3_600;600;600;3;spur;273;427;305;447
10791;l_light_12_spur_07_4_600;600;600;3;spur;273;27;305;47
10792;l_light_12_spur_07_4_600;600;600;3;spur;189;223;221;240
10793;l_light_12_spur_07_4_600;600;600;3;spur;228;325;272;347
10794;l_light_12_spur_07_5_600;600;600;3;spur;358;97;374;124
10795;l_light_12_spur_07_5_600;600;600;3;spur;573;55;593;87
10796;l_light_12_spur_07_5_600;600;600;3;spur;473;227;505;247
10797;l_light_12_spur_07_5_600;600;600;3;spur;389;423;421;440
10798;l_light_12_spur_07_5_600;600;600;3;spur;428;525;472;547
10799;l_light_12_spur_08_1_600;600;600;3;spur;543;358;565;383
10800;l_light_12_spur_08_2_600;600;600;3;spur;365;241;405;261
10801;l_light_12_spur_08_2_600;600;600;3;spur;529;484;567;506
10802;l_light_12_spur_08_3_600;600;600;3;spur;144;358;166;383
10803;l_light_12_spur_08_4_600;600;600;3;spur;424;455;454;473
10804;l_light_12_spur_08_4_600;600;600;3;spur;130;484;168;506
10805;l_light_12_spur_08_4_600;600;600;3;spur;349;319;385;341
10806;l_light_12_spur_08_5_600;600;600;3;spur;344;158;366;183
10807;l_light_12_spur_08_5_600;600;600;3;spur;166;441;206;461
10808;l_light_12_spur_08_5_600;600;600;3;spur;549;519;585;541
10809;l_light_12_spur_09_1_600;600;600;3;spur;539;209;558;242
10810;l_light_12_spur_09_1_600;600;600;3;spur;343;291;379;311
10811;l_light_12_spur_09_2_600;600;600;3;spur;336;316;381;340
10812;l_light_12_spur_09_2_600;600;600;3;spur;547;206;589;225
10813;l_light_12_spur_09_3_600;600;600;3;spur;311;487;345;503
10814;l_light_12_spur_09_3_600;600;600;3;spur;498;167;516;202
10815;l_light_12_spur_09_3_600;600;600;3;spur;140;209;159;242
10816;l_light_12_spur_09_4_600;600;600;3;spur;311;87;345;103
10817;l_light_12_spur_09_4_600;600;600;3;spur;148;206;190;225
10818;l_light_12_spur_09_5_600;600;600;3;spur;511;287;545;303
10819;l_light_12_spur_09_5_600;600;600;3;spur;137;516;182;540
10820;l_light_12_spur_09_5_600;600;600;3;spur;348;406;390;425
10821;l_light_12_spur_09_5_600;600;600;3;spur;340;9;359;42
10822;l_light_12_spur_09_5_600;600;600;3;spur;144;91;180;111
10823;l_light_12_spur_10_1_600;600;600;3;spur;480;308;512;324
10824;l_light_12_spur_10_2_600;600;600;3;spur;377;276;393;309
10825;l_light_12_spur_10_3_600;600;600;3;spur;429;201;458;219
10826;l_light_12_spur_10_3_600;600;600;3;spur;81;308;113;324
10827;l_light_12_spur_10_3_600;600;600;3;spur;421;338;460;355
10828;l_light_12_spur_10_3_600;600;600;3;spur;205;251;251;273
10829;l_light_12_spur_10_4_600;600;600;3;spur;577;76;593;109
10830;l_light_12_spur_10_4_600;600;600;3;spur;281;508;313;524
10831;l_light_12_spur_10_4_600;600;600;3;spur;405;451;451;473
10832;rotation_270_light_01_missing_hole_01_1_600;601;601;3;missing_hole;162;240;196;283
10833;rotation_270_light_01_missing_hole_01_2_600;601;601;3;missing_hole;550;362;588;403
10834;rotation_270_light_01_missing_hole_01_2_600;601;601;3;missing_hole;261;433;298;477
10835;rotation_270_light_01_missing_hole_02_1_600;601;601;3;missing_hole;412;318;453;359
10836;rotation_270_light_01_missing_hole_02_1_600;601;601;3;missing_hole;58;181;93;205
10837;rotation_270_light_01_missing_hole_02_2_600;601;601;3;missing_hole;458;181;493;205
10838;rotation_270_light_01_missing_hole_02_3_600;601;601;3;missing_hole;260;295;293;327
10839;rotation_270_light_01_missing_hole_03_1_600;601;601;3;missing_hole;265;361;292;391
10840;rotation_270_light_01_missing_hole_03_1_600;601;601;3;missing_hole;209;2;232;34
10841;rotation_270_light_01_missing_hole_03_2_600;601;601;3;missing_hole;298;191;327;222
10842;rotation_270_light_01_missing_hole_04_1_600;601;601;3;missing_hole;87;214;123;244
10843;rotation_270_light_01_missing_hole_04_2_600;601;601;3;missing_hole;487;214;523;244
10844;rotation_270_light_01_missing_hole_04_2_600;601;601;3;missing_hole;327;138;363;175
10845;rotation_270_light_01_missing_hole_05_1_600;601;601;3;missing_hole;370;508;411;542
10846;rotation_270_light_01_missing_hole_05_1_600;601;601;3;missing_hole;364;177;413;223
10847;rotation_270_light_01_missing_hole_05_2_600;601;601;3;missing_hole;102;19;136;44
10848;rotation_270_light_01_missing_hole_05_2_600;601;601;3;missing_hole;510;362;552;402
10849;rotation_270_light_01_missing_hole_06_1_600;601;601;3;missing_hole;58;1;94;37
10850;rotation_270_light_01_missing_hole_06_2_600;601;601;3;missing_hole;458;1;494;37
10851;rotation_270_light_01_missing_hole_06_3_600;601;601;3;missing_hole;458;257;496;292
10852;rotation_270_light_01_missing_hole_06_3_600;601;601;3;missing_hole;1;181;40;218
10853;rotation_270_light_01_missing_hole_07_1_600;601;601;3;missing_hole;414;316;449;358
10854;rotation_270_light_01_missing_hole_07_2_600;601;601;3;missing_hole;551;440;584;475
10855;rotation_270_light_01_missing_hole_07_2_600;601;601;3;missing_hole;92;222;142;271
10856;rotation_270_light_01_missing_hole_08_1_600;601;601;3;missing_hole;254;305;290;340
10857;rotation_270_light_01_missing_hole_08_2_600;601;601;3;missing_hole;116;427;158;464
10858;rotation_270_light_01_missing_hole_08_3_600;601;601;3;missing_hole;516;427;558;464
10859;rotation_270_light_01_missing_hole_08_3_600;601;601;3;missing_hole;123;352;156;391
10860;rotation_270_light_01_missing_hole_09_1_600;601;601;3;missing_hole;258;103;295;140
10861;rotation_270_light_01_missing_hole_09_2_600;601;601;3;missing_hole;256;305;294;340
10862;rotation_270_light_01_missing_hole_09_3_600;601;601;3;missing_hole;365;116;408;159
10863;rotation_270_light_01_missing_hole_10_1_600;601;601;3;missing_hole;85;210;125;245
10864;rotation_270_light_01_missing_hole_10_1_600;601;601;3;missing_hole;170;547;206;577
10865;rotation_270_light_01_missing_hole_10_2_600;601;601;3;missing_hole;485;210;525;245
10866;rotation_270_light_01_missing_hole_10_2_600;601;601;3;missing_hole;570;547;599;577
10867;rotation_270_light_01_missing_hole_10_3_600;601;601;3;missing_hole;514;369;545;399
10868;rotation_270_light_01_missing_hole_11_1_600;601;601;3;missing_hole;22;305;67;354
10869;rotation_270_light_01_missing_hole_11_2_600;601;601;3;missing_hole;422;305;467;354
10870;rotation_270_light_01_missing_hole_11_3_600;601;601;3;missing_hole;126;1;167;41
10871;rotation_270_light_01_missing_hole_11_4_600;601;601;3;missing_hole;526;1;567;41
10872;rotation_270_light_01_missing_hole_11_5_600;601;601;3;missing_hole;295;291;335;327
10873;rotation_270_light_01_missing_hole_12_2_600;601;601;3;missing_hole;376;349;411;392
10874;rotation_270_light_01_missing_hole_12_2_600;601;601;3;missing_hole;195;240;230;282
10875;rotation_270_light_01_missing_hole_12_3_600;601;601;3;missing_hole;99;15;139;48
10876;rotation_270_light_01_missing_hole_13_1_600;601;601;3;missing_hole;169;448;208;484
10877;rotation_270_light_01_missing_hole_13_2_600;601;601;3;missing_hole;569;448;599;484
10878;rotation_270_light_01_missing_hole_13_3_600;601;601;3;missing_hole;572;218;599;265
10879;rotation_270_light_01_missing_hole_13_3_600;601;601;3;missing_hole;294;190;334;225
10880;rotation_270_light_01_missing_hole_14_1_600;601;601;3;missing_hole;88;101;125;139
10881;rotation_270_light_01_missing_hole_14_1_600;601;601;3;missing_hole;171;546;206;578
10882;rotation_270_light_01_missing_hole_14_2_600;601;601;3;missing_hole;488;101;525;139
10883;rotation_270_light_01_missing_hole_14_2_600;601;601;3;missing_hole;571;546;599;578
10884;rotation_270_light_01_missing_hole_14_3_600;601;601;3;missing_hole;151;136;195;176
10885;rotation_270_light_01_missing_hole_14_4_600;601;601;3;missing_hole;551;136;595;176
10886;rotation_270_light_01_missing_hole_15_1_600;601;601;3;missing_hole;239;1;275;34
10887;rotation_270_light_01_missing_hole_15_2_600;601;601;3;missing_hole;314;1;347;37
10888;rotation_270_light_01_missing_hole_15_2_600;601;601;3;missing_hole;270;247;302;281
10889;rotation_270_light_01_missing_hole_16_1_600;601;601;3;missing_hole;106;407;145;443
10890;rotation_270_light_01_missing_hole_16_2_600;601;601;3;missing_hole;506;407;545;443
10891;rotation_270_light_01_missing_hole_16_3_600;601;601;3;missing_hole;119;276;159;317
10892;rotation_270_light_01_missing_hole_16_4_600;601;601;3;missing_hole;519;276;559;317
10893;rotation_270_light_01_missing_hole_16_5_600;601;601;3;missing_hole;299;290;339;327
10894;rotation_270_light_01_missing_hole_17_1_600;601;601;3;missing_hole;367;579;415;599
10895;rotation_270_light_01_missing_hole_17_2_600;601;601;3;missing_hole;249;304;291;340
10896;rotation_270_light_01_missing_hole_17_3_600;601;601;3;missing_hole;77;433;116;473
10897;rotation_270_light_01_missing_hole_18_1_600;601;601;3;missing_hole;1;69;23;107
10898;rotation_270_light_01_missing_hole_18_2_600;601;601;3;missing_hole;382;69;423;107
10899;rotation_270_light_01_missing_hole_18_3_600;601;601;3;missing_hole;9;77;42;113
10900;rotation_270_light_01_missing_hole_18_3_600;601;601;3;missing_hole;41;437;73;473
10901;rotation_270_light_01_missing_hole_19_1_600;601;601;3;missing_hole;87;215;125;245
10902;rotation_270_light_01_missing_hole_19_1_600;601;601;3;missing_hole;198;107;238;144
10903;rotation_270_light_01_missing_hole_19_2_600;601;601;3;missing_hole;487;215;525;245
10904;rotation_270_light_01_missing_hole_19_3_600;601;601;3;missing_hole;294;225;334;258
10905;rotation_270_light_01_missing_hole_20_1_600;601;601;3;missing_hole;203;145;237;174
10906;rotation_270_light_01_missing_hole_20_2_600;601;601;3;missing_hole;409;283;456;320
10907;rotation_270_light_01_missing_hole_20_3_600;601;601;3;missing_hole;268;351;304;387
10908;rotation_270_light_01_mouse_bite_01_1_600;601;601;3;mouse_bite;20;325;39;340
10909;rotation_270_light_01_mouse_bite_01_2_600;601;601;3;mouse_bite;420;325;439;340
10910;rotation_270_light_01_mouse_bite_01_3_600;601;601;3;mouse_bite;196;302;223;320
10911;rotation_270_light_01_mouse_bite_02_1_600;601;601;3;mouse_bite;323;496;346;520
10912;rotation_270_light_01_mouse_bite_02_2_600;601;601;3;mouse_bite;38;307;64;335
10913;rotation_270_light_01_mouse_bite_03_1_600;601;601;3;mouse_bite;448;1;484;24
10914;rotation_270_light_01_mouse_bite_03_1_600;601;601;3;mouse_bite;106;142;126;164
10915;rotation_270_light_01_mouse_bite_03_1_600;601;601;3;mouse_bite;373;406;397;431
10916;rotation_270_light_01_mouse_bite_04_1_600;601;601;3;mouse_bite;14;322;36;343
10917;rotation_270_light_01_mouse_bite_04_1_600;601;601;3;mouse_bite;232;306;255;329
10918;rotation_270_light_01_mouse_bite_04_2_600;601;601;3;mouse_bite;414;322;436;343
10919;rotation_270_light_01_mouse_bite_04_3_600;601;601;3;mouse_bite;305;568;322;589
10920;rotation_270_light_01_mouse_bite_05_1_600;601;601;3;mouse_bite;391;54;412;78
10921;rotation_270_light_01_mouse_bite_05_1_600;601;601;3;mouse_bite;188;77;211;96
10922;rotation_270_light_01_mouse_bite_05_2_600;601;601;3;mouse_bite;249;45;271;65
10923;rotation_270_light_01_mouse_bite_06_1_600;601;601;3;mouse_bite;378;347;398;368
10924;rotation_270_light_01_mouse_bite_06_1_600;601;601;3;mouse_bite;50;468;79;487
10925;rotation_270_light_01_mouse_bite_06_2_600;601;601;3;mouse_bite;450;468;479;487
10926;rotation_270_light_01_mouse_bite_07_1_600;601;601;3;mouse_bite;3;279;21;300
10927;rotation_270_light_01_mouse_bite_07_2_600;601;601;3;mouse_bite;403;279;421;300
10928;rotation_270_light_01_mouse_bite_07_2_600;601;601;3;mouse_bite;153;419;178;443
10929;rotation_270_light_01_mouse_bite_07_3_600;601;601;3;mouse_bite;509;273;545;295
10930;rotation_270_light_01_mouse_bite_08_1_600;601;601;3;mouse_bite;277;529;306;551
10931;rotation_270_light_01_mouse_bite_09_1_600;601;601;3;mouse_bite;70;378;93;395
10932;rotation_270_light_01_mouse_bite_09_2_600;601;601;3;mouse_bite;279;112;297;131
10933;rotation_270_light_01_mouse_bite_09_2_600;601;601;3;mouse_bite;470;378;493;395
10934;rotation_270_light_01_mouse_bite_10_1_600;601;601;3;mouse_bite;307;282;332;319
10935;rotation_270_light_01_mouse_bite_10_2_600;601;601;3;mouse_bite;373;413;394;434
10936;rotation_270_light_01_mouse_bite_11_1_600;601;601;3;mouse_bite;167;101;190;122
10937;rotation_270_light_01_mouse_bite_11_1_600;601;601;3;mouse_bite;397;273;416;294
10938;rotation_270_light_01_mouse_bite_12_1_600;601;601;3;mouse_bite;21;325;43;343
10939;rotation_270_light_01_mouse_bite_12_1_600;601;601;3;mouse_bite;377;369;398;393
10940;rotation_270_light_01_mouse_bite_12_2_600;601;601;3;mouse_bite;421;325;443;343
10941;rotation_270_light_01_mouse_bite_12_2_600;601;601;3;mouse_bite;210;467;236;488
10942;rotation_270_light_01_mouse_bite_13_1_600;601;601;3;mouse_bite;42;315;66;338
10943;rotation_270_light_01_mouse_bite_14_1_600;601;601;3;mouse_bite;2;281;22;300
10944;rotation_270_light_01_mouse_bite_14_2_600;601;601;3;mouse_bite;98;462;119;484
10945;rotation_270_light_01_mouse_bite_14_2_600;601;601;3;mouse_bite;402;281;422;300
10946;rotation_270_light_01_mouse_bite_15_1_600;601;601;3;mouse_bite;316;380;335;401
10947;rotation_270_light_01_mouse_bite_15_2_600;601;601;3;mouse_bite;227;361;247;380
10948;rotation_270_light_01_mouse_bite_16_1_600;601;601;3;mouse_bite;378;295;398;316
10949;rotation_270_light_01_mouse_bite_16_1_600;601;601;3;mouse_bite;383;434;406;450
10950;rotation_270_light_01_mouse_bite_16_2_600;601;601;3;mouse_bite;268;83;297;106
10951;rotation_270_light_01_mouse_bite_17_1_600;601;601;3;mouse_bite;41;56;60;75
10952;rotation_270_light_01_mouse_bite_17_2_600;601;601;3;mouse_bite;441;56;460;75
10953;rotation_270_light_01_mouse_bite_17_2_600;601;601;3;mouse_bite;187;409;214;429
10954;rotation_270_light_01_mouse_bite_17_3_600;601;601;3;mouse_bite;196;299;219;318
10955;rotation_270_light_01_mouse_bite_18_1_600;601;601;3;mouse_bite;99;248;119;269
10956;rotation_270_light_01_mouse_bite_19_1_600;601;601;3;mouse_bite;207;458;228;476
10957;rotation_270_light_01_mouse_bite_19_1_600;601;601;3;mouse_bite;162;408;188;435
10958;rotation_270_light_01_mouse_bite_20_1_600;601;601;3;mouse_bite;155;501;182;526
10959;rotation_270_light_01_open_circuit_01_1_600;601;601;3;open_circuit;40;315;74;343
10960;rotation_270_light_01_open_circuit_01_1_600;601;601;3;open_circuit;483;407;504;433
10961;rotation_270_light_01_open_circuit_02_1_600;601;601;3;open_circuit;265;490;288;510
10962;rotation_270_light_01_open_circuit_02_2_600;601;601;3;open_circuit;25;387;45;406
10963;rotation_270_light_01_open_circuit_03_1_600;601;601;3;open_circuit;6;379;26;399
10964;rotation_270_light_01_open_circuit_03_2_600;601;601;3;open_circuit;406;379;426;399
10965;rotation_270_light_01_open_circuit_03_3_600;601;601;3;open_circuit;61;240;85;265
10966;rotation_270_light_01_open_circuit_03_3_600;601;601;3;open_circuit;554;409;578;431
10967;rotation_270_light_01_open_circuit_04_1_600;601;601;3;open_circuit;171;460;193;481
10968;rotation_270_light_01_open_circuit_04_2_600;601;601;3;open_circuit;391;48;412;70
10969;rotation_270_light_01_open_circuit_04_3_600;601;601;3;open_circuit;285;62;312;87
10970;rotation_270_light_01_open_circuit_05_1_600;601;601;3;open_circuit;196;79;218;98
10971;rotation_270_light_01_open_circuit_05_2_600;601;601;3;open_circuit;383;400;402;420
10972;rotation_270_light_01_open_circuit_06_1_600;601;601;3;open_circuit;280;451;297;467
10973;rotation_270_light_01_open_circuit_06_1_600;601;601;3;open_circuit;238;111;264;131
10974;rotation_270_light_01_open_circuit_06_2_600;601;601;3;open_circuit;194;299;214;318
10975;rotation_270_light_01_open_circuit_07_1_600;601;601;3;open_circuit;391;71;412;95
10976;rotation_270_light_01_open_circuit_07_1_600;601;601;3;open_circuit;236;300;256;321
10977;rotation_270_light_01_open_circuit_07_2_600;601;601;3;open_circuit;384;398;405;418
10978;rotation_270_light_01_open_circuit_08_1_600;601;601;3;open_circuit;112;451;131;471
10979;rotation_270_light_01_open_circuit_08_2_600;601;601;3;open_circuit;512;451;531;471
10980;rotation_270_light_01_open_circuit_08_3_600;601;601;3;open_circuit;374;401;398;428
10981;rotation_270_light_01_open_circuit_09_1_600;601;601;3;open_circuit;368;306;392;325
10982;rotation_270_light_01_open_circuit_09_2_600;601;601;3;open_circuit;397;253;419;273
10983;rotation_270_light_01_open_circuit_09_3_600;601;601;3;open_circuit;205;388;223;405
10984;rotation_270_light_01_open_circuit_10_1_600;601;601;3;open_circuit;55;235;79;262
10985;rotation_270_light_01_open_circuit_10_1_600;601;601;3;open_circuit;170;106;185;121
10986;rotation_270_light_01_open_circuit_11_1_600;601;601;3;open_circuit;252;341;268;360
10987;rotation_270_light_01_open_circuit_11_1_600;601;601;3;open_circuit;215;296;236;325
10988;rotation_270_light_01_open_circuit_12_2_600;601;601;3;open_circuit;385;402;402;418
10989;rotation_270_light_01_open_circuit_12_2_600;601;601;3;open_circuit;241;400;256;416
10990;rotation_270_light_01_open_circuit_12_3_600;601;601;3;open_circuit;413;421;429;436
10991;rotation_270_light_01_open_circuit_13_1_600;601;601;3;open_circuit;10;280;29;298
10992;rotation_270_light_01_open_circuit_13_2_600;601;601;3;open_circuit;300;367;316;382
10993;rotation_270_light_01_open_circuit_13_2_600;601;601;3;open_circuit;410;280;429;298
